Subject,File,Task,Total_Mouse_Distance,Avg_Mouse_Speed,Max_Mouse_Speed,Total_Time,Mouse_Sensible_Pause_Count,Avg_Mouse_Sensible_Pause_Time,Avg_Mouse_Accel,Max_Mouse_Accel,Min_Mouse_Accel,Avg_Action_Pause_Time,Avg_All_Pauses_Time,Avg_Mouse_Pause_Time,Avg_Key_Pause_Time,Mouse_Episodes_Count,Mouse_Direction_Changes_Count,Total_Mouse_Angle_Changes,Avg_Mouse_X_Speed,Avg_Mouse_Y_Speed,Avg_Mouse_X_Accel,Avg_Mouse_Y_Accel,Max_Mouse_X_Speed,Max_Mouse_Y_Speed,Max_Mouse_X_Accel,Max_Mouse_Y_Accel,Avg_All_Sensible_Pause_Time,All_Sensible_Pause_Count,Avg_Mouse_Speed_Before_Button_Clicks,Avg_Menu_Item_Navigation_Time,Avg_Open_Menu_to_Button_Pressed_Time,Menu_Item_Navigations_Count,Menu_Viewing_Sessions_Count,Avg_Items_Navigated_in_Each_Session,Avg_Selected_Menu_Items_Dwell_Time,Avg_Combo_Selection_Time,Mouse_Curvature,Repeated_Mouse_Patterns_Count,Avg_Mouse_Episode_Time,Mouse_Episode_Time_Stddev,Interaction_Density
19,ui-log_月_23-12-2024_10-14-14.txt,task_02,22454.73,240.55,11252.78,122.99,107,0.6493,18228.16,923076.92,-387503.84,0.31,0.03,0.03,1.06,108,57,96395.60,140.95,155.45,13854.91,14410.39,11250.00,4714.29,570741.76,923076.92,0.53,119,73.34,0.10,1.91,77,6,10.83,0.71,5.48,0.0749,22,0.4914,620.55,36.80
19,ui-log_月_23-12-2024_10-17-23.txt,task_03,23421.49,309.36,8013.88,101.806,82,0.6073,19272.18,639514.57,-639514.57,0.26,0.02,0.03,1.23,83,48,91506.08,178.71,194.09,14302.76,14678.79,6714.29,6285.71,509259.26,640625.00,0.50,85,109.19,0.09,1.61,75,7,6.71,0.58,4.30,0.0682,20,0.6231,732.34,45.29
19,ui-log_月_23-12-2024_10-19-22.txt,task_04,20319.39,373.74,8267.22,70.867,70,0.5001,21899.65,819949.54,-447035.04,0.13,0.02,0.03,0.95,71,40,59473.67,221.13,229.77,16054.92,16096.43,7857.14,6285.71,441050.78,691427.85,0.38,75,137.21,0.10,1.44,56,6,6.83,0.66,2.84,0.0511,6,0.5011,432.94,46.16
19,ui-log_月_23-12-2024_10-20-51.txt,task_05,20294.00,452.41,10920.16,75.061,63,0.6773,21345.43,785569.42,-290467.07,0.22,0.03,0.03,1.00,64,47,52950.53,287.26,267.52,16544.53,14911.82,10500.00,5857.14,515625.00,750000.00,0.52,68,103.67,0.09,1.30,57,6,7.00,0.57,3.28,0.0455,0,0.5010,464.60,39.51
19,ui-log_月_23-12-2024_10-23-37.txt,task_06,23290.96,317.17,14507.66,96.103,94,0.5497,21869.39,950416.60,-545227.57,0.20,0.02,0.03,1.29,95,54,76127.26,195.02,196.44,16582.57,16093.43,10666.67,9833.33,703703.70,638888.89,0.43,107,111.15,0.16,1.60,70,7,5.14,0.68,3.91,0.0570,54,0.4627,559.79,40.38
19,ui-log_月_23-12-2024_10-26-35.txt,task_07,22350.44,441.96,12041.59,73.797,66,0.5918,25023.77,1618745.71,-1301487.30,0.14,0.02,0.03,1.26,67,51,58405.02,273.70,266.55,18754.98,17432.24,9000.00,8000.00,1414141.41,1041666.67,0.44,76,139.63,0.08,1.22,60,6,7.00,0.53,3.50,0.0456,38,0.5155,446.76,45.02
19,ui-log_月_23-12-2024_10-28-05.txt,task_08,19237.34,417.55,6828.81,68.465,58,0.6053,20408.54,964285.71,-440665.49,0.17,0.02,0.03,1.09,59,41,57578.78,272.35,237.98,16021.02,14677.33,6625.00,6750.00,1000000.00,328125.00,0.46,62,149.06,0.07,1.63,67,6,8.17,0.89,3.07,0.0522,28,0.5632,623.97,47.21
19,ui-log_月_23-12-2024_10-29-23.txt,task_09,22920.35,369.30,81905.43,83.443,78,0.6558,25509.54,9090113.24,-2216805.70,0.22,0.03,0.03,1.49,79,45,57280.43,236.49,217.78,20203.04,16950.95,77500.00,26500.00,8580826.31,3030084.24,0.56,81,149.74,0.11,2.19,59,6,4.67,1.54,3.53,0.0436,0,0.4065,427.57,37.15
19,ui-log_月_23-12-2024_10-31-02.txt,task_10,20287.30,441.76,8913.42,70.001,49,0.7607,20646.38,1143012.29,-243652.70,0.23,0.02,0.03,1.19,50,40,55061.53,268.09,273.04,15517.87,15549.26,8285.71,6714.29,409090.91,1068181.82,0.58,55,119.42,0.07,1.29,70,6,7.00,0.68,2.99,0.0474,0,0.6325,563.20,44.53
19,ui-log_月_23-12-2024_10-35-40.txt,task_11,24299.77,373.35,16763.66,87.036,77,0.6496,24422.03,3149096.83,-3149096.83,0.14,0.03,0.03,1.07,78,48,59194.35,210.47,240.90,17365.36,17706.89,16714.29,5571.43,1838600.89,3000000.00,0.54,82,166.02,0.07,1.32,56,6,6.50,0.72,3.29,0.0425,8,0.4662,606.81,38.67
19,ui-log_月_23-12-2024_10-37-43.txt,task_12,18562.55,488.42,8666.67,83.055,54,0.9307,21081.58,2116310.17,-648208.67,0.31,0.03,0.03,1.35,55,29,53085.88,301.45,301.09,16063.10,15509.62,8000.00,6500.00,1969696.97,777777.78,0.68,70,96.13,0.07,2.74,47,6,6.00,2.17,3.35,0.0499,4,0.5434,475.50,35.95
19,ui-log_月_23-12-2024_10-39-27.txt,task_13,19361.07,326.12,7110.73,93.171,79,0.7371,21601.66,277072.41,-273039.23,0.17,0.03,0.04,1.35,80,43,55706.71,192.35,207.64,15650.92,16026.58,7000.00,6428.57,328125.00,247134.67,0.59,88,88.19,0.10,2.19,54,6,5.67,1.51,5.62,0.0502,16,0.4329,474.77,35.62
19,ui-log_月_23-12-2024_10-41-18.txt,task_14,20214.70,322.95,9219.54,85.627,62,0.8240,22172.83,483800.34,-441656.85,0.15,0.03,0.03,0.87,63,34,59697.94,203.82,186.89,16627.30,16019.01,7000.00,7000.00,432291.67,351851.85,0.64,69,128.61,0.08,3.62,43,6,5.17,3.03,2.85,0.0515,0,0.5451,498.19,36.80
19,ui-log_月_23-12-2024_10-42-57.txt,task_15,19482.65,456.85,8162.88,65.417,52,0.6187,22051.92,517780.09,-517780.09,0.18,0.02,0.03,0.92,53,33,57985.75,276.06,286.91,16276.70,16725.65,7714.29,8142.86,515625.00,323979.59,0.45,57,120.41,0.07,1.33,68,6,7.33,0.69,2.78,0.0519,4,0.6228,506.06,48.47
21,ui-log_金_3-1-2025_10-07-50.txt,training,26205.55,396.23,18856.18,81.534,48,1.1317,38196.13,6279115.37,-1329830.35,1.12,0.03,0.04,0.76,49,26,48730.26,313.18,134.01,35403.77,15442.72,18666.67,6250.00,6221591.27,882642.44,0.95,55,44.52,0.10,1.52,27,4,5.00,0.56,0.00,0.0325,18,0.5521,654.38,32.26
21,ui-log_金_3-1-2025_10-12-58.txt,task_01,26438.00,149.63,8891.64,277.009,185,1.0222,15173.08,919876.64,-412019.24,0.78,0.04,0.04,3.18,186,65,163738.84,94.78,85.75,12306.78,11488.04,8142.86,4857.14,933333.33,434806.03,0.80,229,72.93,0.10,2.60,50,6,5.33,1.59,7.77,0.1081,108,0.4717,620.74,26.38
21,ui-log_金_3-1-2025_10-18-03.txt,task_02,23169.29,212.25,8899.61,157.814,113,0.8497,18379.78,966914.30,-449287.37,0.37,0.03,0.03,2.31,114,45,112872.68,146.24,118.08,15244.21,13434.32,8750.00,5875.00,635565.98,728683.60,0.64,142,76.29,0.13,1.65,57,6,5.57,0.40,6.26,0.0850,60,0.5398,579.43,33.55
21,ui-log_金_3-1-2025_10-21-02.txt,task_03,17285.66,219.16,9391.65,125.365,99,0.8023,17932.85,417674.98,-368245.28,0.31,0.03,0.04,2.30,100,44,83891.56,154.23,117.33,15278.45,12580.07,8375.00,5125.00,416666.67,234375.00,0.63,119,62.75,0.10,1.41,45,6,4.29,0.69,5.46,0.0847,102,0.4561,560.67,30.85
21,ui-log_金_3-1-2025_10-23-35.txt,task_04,24870.64,294.03,7946.00,111.832,102,0.5280,18229.47,2086996.78,-343942.57,0.29,0.02,0.02,3.11,103,42,105059.14,178.67,179.67,14284.02,13847.66,7833.33,5285.71,933333.33,1866666.67,0.42,116,93.57,0.11,1.34,58,6,6.33,0.48,4.09,0.0737,38,0.5614,573.43,47.27
21,ui-log_金_3-1-2025_10-25-52.txt,task_05,19453.82,286.97,9269.22,100.578,75,0.7536,18233.05,429151.98,-289069.29,0.27,0.02,0.03,2.95,76,38,83179.83,193.00,167.57,15040.45,13408.69,8428.57,5333.33,334375.00,333333.33,0.59,86,109.73,0.09,1.90,60,6,7.17,0.87,3.24,0.0746,70,0.5766,576.84,40.55
21,ui-log_金_3-1-2025_10-30-44.txt,task_06,19818.55,295.59,10145.87,95.359,85,0.6150,18347.35,392574.04,-296339.29,0.34,0.02,0.03,3.87,86,41,81186.53,194.68,173.40,14515.73,14199.68,6000.00,8571.43,420000.00,354591.84,0.47,100,91.06,0.08,1.42,68,6,7.50,0.62,4.24,0.0715,24,0.4955,541.46,40.53
21,ui-log_金_3-1-2025_10-32-36.txt,task_07,23133.66,395.87,11967.64,90.126,71,0.6542,19664.91,445051.35,-445051.35,0.23,0.02,0.03,2.31,72,27,77000.78,271.24,215.21,15844.83,13812.61,11000.00,5285.71,640625.00,354591.84,0.45,88,107.20,0.05,1.19,42,7,4.43,0.65,4.47,0.0581,62,0.6042,645.65,46.31
21,ui-log_金_3-1-2025_10-34-22.txt,task_08,21197.28,387.12,15027.58,78.906,68,0.5274,21013.46,1303129.48,-380108.29,0.19,0.02,0.02,2.14,69,37,73218.82,255.07,227.89,16510.23,15557.94,8250.00,14750.00,589285.71,1309821.43,0.41,77,90.96,0.07,1.30,73,6,5.50,0.74,3.44,0.0603,28,0.5977,667.95,49.60
21,ui-log_金_3-1-2025_10-36-01.txt,task_09,19763.30,371.59,9874.73,73.735,65,0.5114,22448.97,2894686.67,-314327.15,0.22,0.02,0.02,3.14,66,31,77428.23,247.57,202.43,17156.05,16003.06,9571.43,6428.57,977777.78,2733333.33,0.41,67,99.71,0.14,1.54,44,6,5.83,0.46,4.30,0.0684,38,0.6083,580.25,49.81
21,ui-log_金_3-1-2025_10-37-35.txt,task_10,20357.93,333.04,10606.12,90.628,77,0.6339,20343.94,1088892.11,-310295.53,0.20,0.02,0.03,2.59,78,38,79737.00,222.45,197.89,16612.16,15221.34,9428.57,4875.00,1094594.59,311224.49,0.49,90,97.78,0.12,1.59,58,6,6.17,0.70,4.41,0.0684,24,0.5278,511.85,42.22
21,ui-log_金_3-1-2025_10-41-30.txt,task_11,17714.29,348.21,9009.07,73.153,57,0.6216,19068.79,888888.89,-182145.25,0.20,0.02,0.02,2.12,58,30,67283.46,216.91,210.60,14572.84,14809.54,8000.00,5375.00,349206.35,888888.89,0.48,63,106.35,0.08,0.95,49,6,5.50,0.38,5.10,0.0663,24,0.6445,857.06,48.61
21,ui-log_金_3-1-2025_10-42-59.txt,task_12,18363.41,349.66,7566.37,76.863,55,0.6555,21474.88,2577314.19,-792295.41,0.19,0.02,0.03,2.19,56,33,66769.86,226.04,202.80,17139.57,15355.23,7500.00,4571.43,1878048.78,1780487.80,0.52,66,124.08,0.10,1.95,49,6,6.67,0.99,3.85,0.0635,16,0.6926,621.10,45.51
21,ui-log_金_3-1-2025_10-44-28.txt,task_13,19714.87,352.69,11990.64,79.081,64,0.6183,21657.40,599879.48,-538607.86,0.17,0.02,0.03,2.09,65,32,71276.40,237.92,196.64,17578.94,15481.40,11571.43,4571.43,500881.83,416666.67,0.48,73,109.59,0.08,1.11,41,6,5.33,0.53,3.74,0.0631,18,0.6032,629.89,45.17
21,ui-log_金_3-1-2025_10-46-13.txt,task_14,20739.63,332.90,7923.10,87.242,72,0.5803,18925.78,500000.00,-255574.92,0.23,0.02,0.03,2.42,73,36,81846.64,226.41,185.95,15593.46,13792.31,7142.86,4285.71,500000.00,432432.43,0.46,80,137.70,0.10,1.18,51,6,4.83,0.54,3.73,0.0689,18,0.6137,525.10,46.87
21,ui-log_金_3-1-2025_10-47-55.txt,task_15,21275.34,364.44,9962.43,82.798,56,0.6251,18143.31,384779.26,-384779.26,0.17,0.02,0.02,2.16,57,29,81893.20,241.13,207.63,14893.67,13019.30,9500.00,5250.00,328125.00,206597.22,0.48,63,94.41,0.10,1.23,43,6,4.43,0.57,3.99,0.0672,8,0.8202,861.66,50.79
22,ui-log_土_4-1-2025_10-08-26.txt,training,20304.34,213.92,19924.86,108.095,58,1.2266,25206.70,9766317.38,-1885837.23,0.61,0.03,0.04,0.36,59,24,59749.93,171.80,76.81,23191.68,12138.84,19500.00,6000.00,9716013.44,1498966.27,0.98,70,68.35,0.14,2.00,41,4,8.50,0.61,0.00,0.0514,0,0.6245,736.53,31.42
22,ui-log_土_4-1-2025_10-15-07.txt,task_01,22448.95,143.50,6864.77,225.883,161,0.9197,14482.14,2710575.99,-719529.04,0.62,0.03,0.04,2.67,162,37,157981.69,90.93,86.71,11915.82,11745.23,6000.00,3750.00,1916666.67,1916666.67,0.67,216,56.15,0.15,2.30,36,4,3.67,1.10,11.95,0.1228,210,0.4778,633.13,29.40
22,ui-log_土_4-1-2025_10-19-14.txt,task_02,17952.14,179.90,23323.81,141.207,106,0.8635,17260.16,5477398.50,-5477398.50,0.96,0.03,0.04,1.95,107,32,94372.57,123.30,102.12,14665.57,12796.98,20000.00,12000.00,4750000.00,2750000.00,0.62,140,69.31,0.12,1.65,32,4,6.00,0.56,6.20,0.0918,128,0.4603,584.89,29.85
22,ui-log_土_4-1-2025_10-21-52.txt,task_03,18733.44,262.44,8752.84,103.835,82,0.6674,17013.82,624640.26,-244897.96,0.32,0.02,0.03,1.41,83,32,90332.32,174.98,152.08,13797.95,12840.83,7857.14,3875.00,500000.00,375000.00,0.44,116,74.38,0.17,2.70,51,4,9.50,0.87,4.83,0.0842,58,0.5875,669.60,41.78
22,ui-log_土_4-1-2025_10-23-56.txt,task_04,17944.37,316.93,8144.11,103.573,72,0.9056,19136.27,446734.38,-278417.42,0.28,0.03,0.04,1.64,73,26,66548.21,229.36,160.67,15465.50,13621.78,5571.43,8142.86,407272.73,365079.37,0.57,107,79.58,0.10,1.52,41,4,3.33,0.68,5.02,0.0647,28,0.5182,515.06,33.29
22,ui-log_土_4-1-2025_10-25-57.txt,task_05,23554.58,333.75,13096.97,117.659,75,0.8974,16956.44,956215.22,-496016.53,0.20,0.02,0.03,0.95,76,30,104519.14,235.00,188.59,14754.02,12826.77,10142.86,8285.71,860000.00,420000.00,0.53,117,87.03,0.08,1.35,38,4,4.40,0.59,7.63,0.0774,24,0.6559,644.19,40.23
22,ui-log_土_4-1-2025_10-30-31.txt,task_06,16913.28,227.57,9448.88,98.078,97,0.5033,16362.77,504469.17,-233772.10,0.33,0.02,0.03,1.57,98,29,91103.66,149.55,137.68,13672.81,12582.88,8375.00,5000.00,337500.00,375000.00,0.39,111,85.70,0.09,1.58,30,4,4.00,0.69,5.43,0.0940,50,0.4993,667.75,42.57
22,ui-log_土_4-1-2025_10-32-29.txt,task_07,16138.97,309.96,10440.31,77.985,59,0.6822,19069.23,949294.37,-463606.31,0.21,0.02,0.03,1.05,60,21,62837.78,211.44,176.17,15316.29,13669.15,9800.00,4571.43,871111.11,661616.16,0.44,79,90.80,0.14,1.45,29,4,4.40,0.44,4.61,0.0680,28,0.6207,663.74,43.52
22,ui-log_土_4-1-2025_10-33-58.txt,task_08,18562.13,286.18,22825.42,91.565,84,0.5679,20488.42,8950497.76,-8950497.76,0.24,0.02,0.03,1.24,85,26,82234.94,198.08,163.50,17079.11,15031.25,20000.00,11000.00,7750000.00,4500000.00,0.39,108,64.72,0.13,1.68,42,4,7.00,0.51,4.01,0.0773,24,0.5109,563.00,42.29
22,ui-log_土_4-1-2025_10-35-47.txt,task_09,15513.28,355.00,6554.33,70.703,54,0.6949,18289.04,603111.79,-234496.31,0.36,0.02,0.03,1.08,55,25,58487.00,242.32,199.51,14832.20,13340.82,6285.71,4625.00,542857.14,262857.14,0.41,79,93.63,0.05,1.04,31,4,5.00,0.49,4.63,0.0658,36,0.5975,587.31,42.73
22,ui-log_土_4-1-2025_10-37-10.txt,task_10,15605.51,327.48,7731.46,71.947,55,0.6716,17951.07,315091.85,-257971.01,0.20,0.02,0.03,0.94,56,16,66775.05,218.46,196.09,14764.06,13638.96,7428.57,4428.57,292517.01,211538.46,0.42,77,77.57,0.10,1.42,28,4,5.75,0.61,3.75,0.0747,6,0.6105,658.00,44.16
22,ui-log_土_4-1-2025_10-42-41.txt,task_11,16269.51,283.38,7658.74,82.309,73,0.6270,16622.46,421988.30,-364786.98,0.24,0.02,0.03,1.27,74,24,64838.08,192.64,161.06,13687.54,12645.88,7000.00,3800.00,311111.11,328019.43,0.42,96,84.36,0.22,3.06,48,4,9.75,0.54,4.93,0.0696,50,0.4902,524.62,40.96
22,ui-log_土_4-1-2025_10-44-20.txt,task_12,17099.23,314.52,5518.06,78.082,63,0.5918,17627.54,606706.39,-193860.37,0.23,0.02,0.03,1.15,64,29,74560.80,216.20,182.34,14921.37,12860.67,5142.86,2500.00,599206.35,219696.97,0.36,89,90.51,0.10,1.54,36,4,6.40,0.48,4.08,0.0761,18,0.6316,601.53,47.58
22,ui-log_土_4-1-2025_10-45-52.txt,task_13,16476.78,360.19,7803.71,83.591,59,0.8224,18795.16,372839.03,-241272.64,0.22,0.03,0.03,0.79,60,25,62595.50,235.70,218.36,15043.68,14383.85,7142.86,4571.43,305555.56,222222.22,0.55,77,95.66,0.10,1.49,37,4,5.60,0.56,7.81,0.0663,22,0.5801,496.89,38.94
22,ui-log_土_4-1-2025_10-47-30.txt,task_14,16899.39,359.77,11947.16,76.164,54,0.7756,19633.77,800606.12,-496357.63,0.19,0.02,0.03,0.98,55,26,60551.30,231.57,219.00,14988.64,14987.56,10714.29,6428.57,632653.06,777777.78,0.45,81,106.26,0.08,1.26,45,4,8.50,0.39,4.40,0.0625,4,0.6188,545.03,42.78
22,ui-log_土_4-1-2025_10-49-01.txt,task_15,17418.69,324.81,9555.42,78.934,68,0.5792,18285.64,3493416.49,-3493416.49,0.20,0.02,0.03,1.16,69,27,75505.20,222.41,186.71,14766.47,13901.41,8142.86,9000.00,750000.00,3500000.00,0.38,90,71.87,0.15,2.32,50,4,9.50,0.64,4.39,0.0757,28,0.5631,667.44,45.90
23,ui-log_土_4-1-2025_15-07-55.txt,training,39555.79,242.59,12969.19,185.394,131,0.8476,21709.73,2591212.36,-637766.85,0.62,0.03,0.04,0.00,132,64,107467.55,194.02,102.92,18713.30,12950.49,12400.00,5400.00,2479245.28,1076767.52,0.85,127,85.82,0.06,3.58,42,2,13.25,2.78,0.00,0.0474,18,0.5467,563.48,35.13
23,ui-log_土_4-1-2025_15-14-55.txt,task_01,30709.31,163.81,27856.78,239.452,184,0.8404,17626.17,2845216.45,-2845216.45,0.45,0.03,0.04,2.56,185,60,160834.87,106.80,95.48,14130.97,13427.78,26000.00,10000.00,2654320.99,1402777.78,0.69,217,138.48,0.18,2.62,61,6,6.25,1.03,8.90,0.0914,102,0.4494,526.32,29.72
23,ui-log_土_4-1-2025_15-19-45.txt,task_02,24167.22,193.74,17448.34,154.686,106,1.0304,22352.32,4151926.66,-1266211.98,0.52,0.04,0.04,0.62,107,35,81090.77,124.99,115.79,17216.55,15794.55,17333.33,11375.00,4141414.14,1421787.37,0.84,124,112.51,0.09,1.38,52,6,6.33,0.50,10.26,0.0586,38,0.4221,427.23,28.43
23,ui-log_土_4-1-2025_15-22-44.txt,task_03,20821.58,206.88,13152.95,134.053,101,0.8763,18025.94,3468069.78,-3468069.78,0.32,0.03,0.04,2.10,102,42,86553.55,143.35,113.98,15090.61,13103.90,13000.00,4875.00,3444444.44,444444.44,0.65,127,135.43,0.11,1.36,57,6,5.83,0.45,6.90,0.0726,100,0.4448,450.56,32.46
23,ui-log_土_4-1-2025_15-25-37.txt,task_04,23363.11,270.42,8919.14,112.428,99,0.6410,20430.67,387131.06,-373953.98,0.26,0.02,0.03,1.70,100,46,96848.10,173.28,163.41,15831.15,15590.00,7571.43,5142.86,322916.67,250000.00,0.49,119,129.40,0.11,1.33,46,6,5.50,0.44,5.79,0.0724,60,0.4871,540.48,41.00
23,ui-log_土_4-1-2025_15-27-47.txt,task_05,20126.97,187.97,9168.56,149.682,100,1.0819,19988.54,347178.52,-230455.05,0.37,0.04,0.05,2.51,101,34,74586.62,125.06,106.44,15873.17,14674.99,8250.00,5000.00,296875.00,277777.78,0.82,128,117.86,0.09,1.35,40,6,4.83,0.69,9.68,0.0647,88,0.3934,427.65,24.47
